50 3
50.000000	0.000000	0.1
49.605735	6.266662	0.1
48.429158	12.434494	0.1
46.488824	18.406228	0.1
43.815334	24.087684	0.1
40.450850	29.389263	0.1
36.448431	34.227355	0.1
31.871199	38.525662	0.1
26.791340	42.216396	0.1
21.288965	45.241353	0.1
15.450850	47.552826	0.1
9.369066	49.114363	0.1
3.139526	49.901336	0.1
-3.139526	49.901336	0.1
-9.369066	49.114363	0.1
-15.450850	47.552826	0.1
-21.288965	45.241353	0.1
-26.791340	42.216396	0.1
-31.871199	38.525662	0.1
-36.448431	34.227355	0.1
-40.450850	29.389263	0.1
-43.815334	24.087684	0.1
-46.488824	18.406228	0.1
-48.429158	12.434494	0.1
-49.605735	6.266662	0.1
-50.000000	-0.000000	0.1
-49.605735	-6.266662	0.1
-48.429158	-12.434494	0.1
-46.488824	-18.406228	0.1
-43.815334	-24.087684	0.1
-40.450850	-29.389263	0.1
-36.448431	-34.227355	0.1
-31.871199	-38.525662	0.1
-26.791340	-42.216396	0.1
-21.288965	-45.241353	0.1
-15.450850	-47.552826	0.1
-9.369066	-49.114363	0.1
-3.139526	-49.901336	0.1
3.139526	-49.901336	0.1
9.369066	-49.114363	0.1
15.450850	-47.552826	0.1
21.288965	-45.241353	0.1
26.791340	-42.216396	0.1
31.871199	-38.525662	0.1
36.448431	-34.227355	0.1
40.450850	-29.389263	0.1
43.815334	-24.087684	0.1
46.488824	-18.406228	0.1
48.429158	-12.434494	0.1
49.605735	-6.266662	0.1
50.000000	0.000000	0.1
